Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),distance_km
31,4.5,Buffet ,electric_scooter ,18,9.435201537430714
21,4.1,Buffet ,motorcycle ,18,1.5545266759919338
29,4.6,Buffet ,motorcycle ,28,17.09752652782741
27,4.8,Meal ,scooter ,22,13.773737657079298
20,4.7,Drinks ,scooter ,26,9.348403522662325
38,5.0,Drinks ,motorcycle ,19,1.572533729286321
26,4.9,Buffet ,scooter ,14,1.5581369822072066
29,4.9,Drinks ,motorcycle ,18,1.572533729286321
30,4.7,Meal ,scooter ,30,10.708220667367794
35,4.3,Meal ,motorcycle ,34,4.561152341209805
32,3.5,Snack ,scooter ,35,17.29786575291325
34,4.7,Buffet ,electric_scooter ,20,12.256687342592269
20,2.7,Meal ,scooter ,39,20.178100872931342
33,4.8,Drinks ,electric_scooter ,30,19.878389859457627
28,5.0,Meal ,scooter ,24,1.5524064590051572
29,4.6,Drinks ,scooter ,15,1.5545063790428728
28,4.6,Snack ,scooter ,28,5665.315757785273
30,4.6,Drinks ,scooter ,26,16.6594405791231
33,5.0,Drinks ,motorcycle ,26,13.972131143083212
39,4.3,Drinks ,motorcycle ,37,7.660205777239119
35,4.6,Snack ,motorcycle ,21,9.055525276451307
29,4.6,Meal ,motorcycle ,23,2.9794951426843785
33,4.4,Buffet ,scooter ,35,9.313347514768024
24,4.9,Snack ,motorcycle ,18,6.058874461145507
36,4.7,Meal ,motorcycle ,25,10.924410123603073
34,4.7,Snack ,scooter ,19,1.554508559519504
36,4.5,Meal ,motorcycle ,28,19.617573744443128
38,4.0,Drinks ,scooter ,32,7.772252870923808
30,4.3,Drinks ,motorcycle ,43,16.388478196037884
36,4.9,Snack ,motorcycle ,31,12.580267822400963
34,4.8,Drinks ,motorcycle ,30,4.657127681974745
23,4.6,Snack ,motorcycle ,14,6.2178836475581045
20,4.9,Buffet ,motorcycle ,22,6.037193175494637
32,4.7,Buffet ,motorcycle ,29,4.663566689152146
32,4.9,Drinks ,motorcycle ,23,9.262707846965009
29,4.6,Drinks ,electric_scooter ,22,2.9305900150458237
23,5.0,Snack ,scooter ,14,9.087972744661085
27,4.0,Buffet ,motorcycle ,21,9.326602961232513
34,4.7,Meal ,scooter ,26,7.762461854550194
32,5.0,Snack ,scooter ,20,12.100157238168938
36,4.1,Meal ,scooter ,31,17.29786575291325
28,4.5,Snack ,scooter ,14,13.611254468563875
30,4.4,Buffet ,motorcycle ,36,3.0640094555094213
26,4.8,Snack ,motorcycle ,43,12.42075005031367
25,5.0,Drinks ,scooter ,32,1.5525569843004514
23,4.6,Snack ,scooter ,21,8.938097379311301
30,4.6,Buffet ,motorcycle ,19,4.544264509631538
22,4.7,Snack ,motorcycle ,22,13.480986278784098
32,4.6,Buffet ,motorcycle ,28,8.938685874463816
35,4.5,Buffet ,scooter ,28,19.917248415728803
32,4.0,Snack ,motorcycle ,34,16.822155609317257
30,4.7,Buffet ,scooter ,24,7.683892680377775
35,4.2,Drinks ,motorcycle ,31,5.8603695746489475
23,4.7,Drinks ,motorcycle ,22,10.565155904264532
30,3.7,Snack ,scooter ,35,17.077821017427635
31,4.8,Meal ,motorcycle ,27,3.104803710518419
36,4.9,Buffet ,scooter ,43,19.916260009775197
33,4.9,Snack ,motorcycle ,15,12.418981672303648
37,4.7,Snack ,motorcycle ,52,13.682516298592299
28,4.9,Meal ,motorcycle ,22,12.351118717304612
21,4.6,Drinks ,scooter ,23,12.237167878708663
24,4.5,Buffet ,scooter ,26,9.054052950169497
27,4.7,Meal ,motorcycle ,12,4.58903875102421
22,2.9,Buffet ,motorcycle ,44,20.44292976252901
33,4.8,Meal ,motorcycle ,28,9.219905581616992
27,4.6,Drinks ,motorcycle ,10,8.790475607403964
35,3.9,Meal ,motorcycle ,34,17.29786575291325
27,4.6,Snack ,scooter ,25,9.074486316335918
29,4.6,Snack ,motorcycle ,21,19.760907746586085
30,4.6,Snack ,electric_scooter ,16,6.050094908857936
30,4.7,Snack ,electric_scooter ,29,9.177683834695673
27,4.2,Snack ,scooter ,38,13.830084721845328
21,4.5,Drinks ,motorcycle ,27,10.880887117732282
31,4.8,Buffet ,scooter ,16,11.007734763744617
22,5.0,Buffet ,electric_scooter ,21,9.348109676504626
37,4.6,Snack ,motorcycle ,33,19.661098170299198
33,4.0,Buffet ,motorcycle ,43,12.436148456121032
23,4.7,Snack ,motorcycle ,12,1.5581322344033663
35,4.8,Buffet ,motorcycle ,30,17.13749142638821
37,4.6,Buffet ,motorcycle ,26,17.098804215242584
38,4.8,Buffet ,motorcycle ,43,13.788852089943369
37,4.5,Buffet ,motorcycle ,29,12.257021346006622
35,4.1,Buffet ,motorcycle ,22,9.219691659523848
28,4.7,Drinks ,scooter ,30,10.642185462082772
33,4.9,Buffet ,motorcycle ,21,1.5126859754657422
38,5.0,Snack ,motorcycle ,25,3.105268883133742
24,4.9,Meal ,scooter ,15,19.362580183465894
22,4.5,Drinks ,scooter ,13,14.15280068944862
30,4.8,Snack ,electric_scooter ,30,6.232139486668102
36,4.6,Buffet ,motorcycle ,18,13.406350345879243
39,4.9,Meal ,motorcycle ,19,3.1161417126181274
36,4.8,Meal ,electric_scooter ,18,7.8626681674103684
35,4.3,Buffet ,motorcycle ,36,13.589015006159281
38,4.9,Drinks ,scooter ,21,17.29786575291325
39,4.9,Drinks ,scooter ,15,6.051108888205775
35,4.3,Drinks ,scooter ,32,5661.822857716853
34,4.3,Snack ,motorcycle ,35,17.077999100718277
35,4.8,Meal ,motorcycle ,29,1.5523457381463397
28,4.9,Meal ,motorcycle ,17,12.233735310134827
21,4.5,Buffet ,motorcycle ,26,12.162115936702182
30,5.0,Drinks ,scooter ,16,7.660951720810249
29,4.6,Drinks ,electric_scooter ,26,4962.986185282863
25,4.9,Meal ,electric_scooter ,29,13.611428630407849
34,4.9,Meal ,motorcycle ,25,1.5526496306637072
36,4.7,Drinks ,motorcycle ,19,16.113681164807442
26,4.8,Snack ,scooter ,20,17.09806123890409
23,4.9,Meal ,motorcycle ,24,12.256076445468295
31,4.6,Buffet ,motorcycle ,25,1.5322531674035038
38,4.3,Snack ,motorcycle ,39,12.161131350318817
21,4.7,Buffet ,scooter ,33,20.20642094372373
38,5.0,Snack ,scooter ,32,9.12210553959038
22,4.7,Buffet ,scooter ,28,9.056095962462345
39,5.0,Drinks ,motorcycle ,27,20.253518127453113
27,4.9,Meal ,motorcycle ,43,10.587732954177069
33,4.9,Meal ,scooter ,25,10.881731319465793
28,4.8,Drinks ,motorcycle ,21,3.0527377197541203
23,4.6,Meal ,electric_scooter ,10,3.0585736588579726
35,4.7,Buffet ,scooter ,21,11.748980070213674
23,4.6,Snack ,motorcycle ,46,13.787803344501583
22,4.2,Buffet ,motorcycle ,37,4.632263051146014
29,4.7,Snack ,motorcycle ,20,16.9816045075895
35,4.7,Snack ,motorcycle ,17,10.417030220680175
29,4.7,Snack ,motorcycle ,26,17.07644834661623
35,4.5,Meal ,motorcycle ,32,19.68855300536449
25,4.2,Drinks ,motorcycle ,29,2.979502850576494
22,4.4,Drinks ,scooter ,41,11.916994721599236
24,4.5,Meal ,scooter ,30,6.20953271391644
28,4.9,Buffet ,motorcycle ,18,9.220499640905741
28,4.9,Drinks ,scooter ,14,8.937880155829204
21,4.7,Meal ,motorcycle ,22,10.756895455613911
36,5.0,Buffet ,electric_scooter ,16,4.610285665960067
35,4.6,Snack ,electric_scooter ,38,12.580267822400963
27,4.8,Drinks ,motorcycle ,28,10.427208660422918
26,4.8,Drinks ,motorcycle ,23,13.680908173877386
29,4.9,Buffet ,motorcycle ,23,5.8746303286071795
38,4.1,Buffet ,motorcycle ,34,1.5264010396842367
26,4.8,Meal ,scooter ,37,20.44292976252901
36,5.0,Buffet ,scooter ,27,13.61082462242586
38,5.0,Snack ,scooter ,31,5.9592931098219735
26,4.9,Meal ,motorcycle ,25,19.659494006263994
24,4.3,Buffet ,motorcycle ,33,17.07559440107296
35,4.9,Snack ,motorcycle ,28,9.31397992220267
29,4.4,Meal ,motorcycle ,37,19.395102472533644
26,4.7,Meal ,scooter ,20,1.5545086492841058
38,4.7,Drinks ,motorcycle ,48,4.476862649327415
30,5.0,Buffet ,motorcycle ,22,8.988056200069966
27,4.2,Meal ,motorcycle ,18,7.6470478692714
39,4.9,Snack ,scooter ,19,14.02323208308448
36,4.7,Drinks ,motorcycle ,22,3.1213024454301257
30,4.2,Meal ,motorcycle ,43,7.762635434587253
30,4.3,Meal ,motorcycle ,27,7.6608956642418224
28,5.0,Meal ,motorcycle ,21,6.232321450753526
33,4.7,Buffet ,motorcycle ,29,3.0644857806760535
35,5.0,Drinks ,motorcycle ,29,1.5523457381463397
35,4.6,Buffet ,motorcycle ,15,4.527973054243058
25,4.5,Buffet ,motorcycle ,15,4.596576884051942
33,4.7,Drinks ,motorcycle ,29,10.642292301678436
20,4.7,Buffet ,motorcycle ,26,16.385045825961104
30,4.3,Drinks ,motorcycle ,34,17.07362495419754
37,4.6,Buffet ,motorcycle ,27,1.5526813140972442
22,4.9,Drinks ,motorcycle ,26,6.11924534302912
24,4.6,Snack ,motorcycle ,25,6.05884411746293
21,4.7,Drinks ,motorcycle ,37,17.29786575291325
32,5.0,Drinks ,motorcycle ,28,4.544208221887867
35,4.2,Meal ,motorcycle ,46,13.830084721845328
21,4.6,Buffet ,scooter ,20,4.528570754218756
21,4.6,Drinks ,scooter ,26,13.612451541411557
29,4.6,Snack ,motorcycle ,34,12.25768788680288
27,5.0,Buffet ,motorcycle ,21,4.656983638230308
28,5.0,Buffet ,electric_scooter ,17,1.5263954607692642
27,4.9,Buffet ,motorcycle ,10,6.036244196933988
32,4.6,Meal ,motorcycle ,26,17.076514098174254
28,4.9,Buffet ,scooter ,12,1.5203447277401048
33,4.5,Buffet ,scooter ,23,1.5204704557283455
28,4.7,Buffet ,scooter ,19,9.31283846749211
33,4.9,Buffet ,motorcycle ,28,14.15280068944862
26,4.9,Snack ,scooter ,23,4.674644234401863
33,3.7,Drinks ,motorcycle ,32,10.756165907453589
20,5.0,Drinks ,motorcycle ,27,19.76188040923094
36,4.7,Buffet ,scooter ,37,19.47148556934433
20,4.5,Snack ,motorcycle ,13,6.037440799484659
29,4.6,Buffet ,motorcycle ,25,14.0451924616179
36,4.7,Drinks ,motorcycle ,48,10.868262820109699
24,4.7,Snack ,electric_scooter ,28,19.362530001074916
21,4.6,Drinks ,scooter ,25,4.469310320115436
32,5.0,Drinks ,motorcycle ,21,7.6608956642418224
34,4.7,Snack ,motorcycle ,18,9.435201537430714
39,4.6,Buffet ,scooter ,27,3.1047859175295125
27,4.8,Drinks ,motorcycle ,24,14.021816217041177
29,4.6,Snack ,motorcycle ,24,4.656902198106395
37,4.7,Meal ,motorcycle ,30,6.039377797768857
38,4.8,Snack ,motorcycle ,49,10.86869350467311
30,4.9,Meal ,scooter ,44,13.428658000512868
20,4.7,Meal ,motorcycle ,20,9.435201537430714
24,4.6,Snack ,motorcycle ,24,9.192770952683547
37,4.5,Meal ,motorcycle ,20,12.11684826095673
38,4.8,Meal ,motorcycle ,15,1.5448861219871521
25,4.6,Drinks ,motorcycle ,27,1.5204696675466998
35,4.0,Drinks ,motorcycle ,31,12.293569688294703
28,4.9,Meal ,scooter ,20,1.5135833475075773
22,4.9,Meal ,motorcycle ,15,16.72146713385881
33,3.5,Drinks ,motorcycle ,38,16.85256546543028
25,4.9,Snack ,scooter ,18,1.5320260227341909
35,4.8,Drinks ,electric_scooter ,28,6.232373004507649
20,4.9,Buffet ,scooter ,28,13.989450296958767
20,5.0,Snack ,scooter ,12,1.572533729286321
27,4.5,Buffet ,electric_scooter ,23,12.233239995053252
20,4.7,Meal ,electric_scooter ,18,7.562478890452318
31,4.6,Buffet ,scooter ,19,1.5292976945190186
27,4.8,Snack ,motorcycle ,17,13.583460272389505
33,4.8,Buffet ,motorcycle ,21,4.65713301884333
31,4.0,Snack ,motorcycle ,32,7.683765443180287
28,4.9,Buffet ,motorcycle ,27,10.42999110860193
29,4.8,Buffet ,electric_scooter ,27,10.907140151568118
37,4.4,Snack ,motorcycle ,39,12.293677673573285
26,4.4,Meal ,motorcycle ,33,5.958771662511523
24,4.8,Meal ,motorcycle ,39,8.789865759848452
20,4.9,Buffet ,motorcycle ,27,9.055364789945113
27,4.8,Drinks ,scooter ,29,7.8626681674103684
25,4.2,Buffet ,motorcycle ,23,1.529622754840466
50,6.0,Drinks ,bicycle ,12,1.5525398251397549
21,4.5,Snack ,electric_scooter ,25,19.362530001074916
26,4.7,Meal ,motorcycle ,18,8.790241310526595
20,4.9,Drinks ,scooter ,10,9.059724501609752
38,4.3,Snack ,motorcycle ,24,4.588360239493078
33,4.7,Meal ,scooter ,25,8.937863682516157
28,4.7,Meal ,motorcycle ,26,19.343610632147183
29,4.6,Snack ,motorcycle ,16,16.903235903519843
20,5.0,Meal ,scooter ,17,7.803382235349474
27,4.8,Snack ,motorcycle ,12,12.292722741488559
26,4.3,Drinks ,motorcycle ,24,1.5320260227341909
22,4.6,Meal ,scooter ,42,10.881199561003374
20,4.7,Snack ,electric_scooter ,16,19.886444745109216
27,4.7,Drinks ,scooter ,30,3.064398872055142
22,4.8,Snack ,motorcycle ,20,1.5523012503298028
23,4.5,Buffet ,motorcycle ,18,7.66101794664148
34,4.1,Meal ,motorcycle ,28,3.087924681704674
33,4.1,Snack ,motorcycle ,49,1.5442061415007085
33,4.7,Snack ,motorcycle ,30,20.44292976252901
26,4.7,Meal ,motorcycle ,43,12.580267822400963
39,4.6,Snack ,motorcycle ,28,16.903814838158784
34,4.0,Snack ,electric_scooter ,34,1.572533729286321
23,5.0,Meal ,scooter ,11,4.596251207088927
35,4.8,Drinks ,motorcycle ,28,17.09838855662463
38,4.8,Drinks ,scooter ,21,1.55255331684981
34,4.7,Snack ,motorcycle ,31,5009.13598784997
24,4.7,Buffet ,electric_scooter ,34,10.72562572441868
33,4.9,Meal ,motorcycle ,43,17.098593053938863
22,4.6,Meal ,scooter ,38,19.617573744443128
34,4.9,Snack ,scooter ,19,7.440983364732026
34,4.9,Snack ,motorcycle ,19,7.631520637738293
36,4.6,Snack ,motorcycle ,26,17.07799287216204
31,4.3,Drinks ,motorcycle ,37,20.177913041348635
33,5.0,Drinks ,motorcycle ,42,20.85246332426527
37,4.6,Meal ,scooter ,30,10.587929946825927
26,4.8,Meal ,scooter ,27,7.8626681674103684
36,4.1,Snack ,motorcycle ,35,20.85246332426527
21,4.6,Buffet ,motorcycle ,22,9.326725258722023
33,4.1,Meal ,scooter ,31,6.10530705392746
31,4.1,Drinks ,motorcycle ,27,1.5321890925569548
21,4.6,Meal ,scooter ,19,3.116148933802629
26,5.0,Drinks ,motorcycle ,23,4.476697312292275
22,4.6,Snack ,motorcycle ,14,7.762480218802449
32,4.1,Buffet ,motorcycle ,32,13.786698988713738
26,4.6,Drinks ,electric_scooter ,25,12.435238152054547
31,5.0,Snack ,electric_scooter ,28,4.561267998364189
23,4.9,Drinks ,motorcycle ,24,13.7888461168452
25,5.0,Buffet ,motorcycle ,39,16.72076404537099
28,5.0,Drinks ,motorcycle ,49,13.409462339213027
34,4.5,Meal ,scooter ,16,4.52824657673871
34,4.7,Drinks ,scooter ,14,9.316238098535406
37,4.6,Snack ,scooter ,25,7.762480218802449
32,4.4,Meal ,motorcycle ,34,9.313449926160661
27,5.0,Meal ,scooter ,24,1.536906134034303
29,4.6,Buffet ,scooter ,16,12.101403911098705
25,4.7,Meal ,electric_scooter ,14,4.4691938252042425
38,4.0,Drinks ,scooter ,35,6.29013467763468
20,4.2,Snack ,motorcycle ,29,3.1089751947120248
22,4.8,Drinks ,motorcycle ,15,6.147038743530447
31,4.6,Meal ,scooter ,18,17.076407856166536
35,4.2,Buffet ,motorcycle ,31,17.13749142638821
27,5.0,Meal ,motorcycle ,29,9.121049806498666
37,4.9,Drinks ,electric_scooter ,29,11.916757259074618
29,4.9,Buffet ,scooter ,23,4.469352052738077
29,4.6,Snack ,scooter ,31,6.037440799484659
32,4.3,Drinks ,motorcycle ,38,17.29786575291325
30,4.7,Drinks ,motorcycle ,26,20.253785359470783
38,4.6,Snack ,motorcycle ,22,1.5126653201046323
36,4.7,Buffet ,motorcycle ,29,7.8626681674103684
24,4.5,Meal ,motorcycle ,20,10.707345040408097
26,4.9,Meal ,scooter ,25,4.539068203248638
32,4.7,Drinks ,scooter ,25,7.6831914051315
22,4.9,Buffet ,motorcycle ,16,10.906058503327221
39,4.6,Drinks ,motorcycle ,48,13.972123977178622
29,4.6,Meal ,motorcycle ,38,16.38489468676721
36,4.3,Snack ,motorcycle ,21,1.5526929456613006
31,4.1,Drinks ,motorcycle ,48,19.76106632827125
30,4.8,Meal ,scooter ,22,19.471257579516955
31,4.8,Drinks ,motorcycle ,49,10.602507301514994
26,4.6,Meal ,scooter ,18,17.077821017427635
29,4.6,Buffet ,bicycle ,10,1.5297232853100244
25,4.7,Snack ,scooter ,17,19.47107785123484
33,4.7,Buffet ,scooter ,30,11.917649947586655
36,4.1,Drinks ,motorcycle ,43,19.88015786997755
23,4.9,Buffet ,scooter ,17,16.384502397510182
21,4.6,Snack ,motorcycle ,11,4.717601092054723
25,4.7,Snack ,motorcycle ,21,7.8626681674103684
36,4.3,Snack ,scooter ,31,3.121123240711662
28,5.0,Snack ,scooter ,15,7.562950099273998
38,4.9,Snack ,motorcycle ,41,10.642018863256986
30,4.5,Snack ,motorcycle ,30,6.127835452844326
28,4.5,Drinks ,motorcycle ,30,12.074224380435524
39,4.7,Meal ,scooter ,28,10.75638385340382
34,4.7,Meal ,scooter ,25,1.5322885596942126
37,4.6,Snack ,motorcycle ,34,4.6820319502057455
34,4.6,Drinks ,electric_scooter ,18,3.0594028768209838
29,4.6,Drinks ,electric_scooter ,15,6.118471180690497
22,4.6,Snack ,electric_scooter ,12,17.13802247711509
36,4.9,Snack ,scooter ,26,3.0897366597022993
31,4.8,Drinks ,motorcycle ,38,4.610035602260694
23,4.5,Drinks ,scooter ,13,13.829019124454268
34,4.3,Buffet ,motorcycle ,33,10.7555029596215
30,4.1,Snack ,scooter ,33,8.953221744543825
32,4.0,Snack ,motorcycle ,37,7.647092834675519
25,4.9,Meal ,scooter ,10,9.435201537430714
23,4.8,Buffet ,motorcycle ,33,1.5148048951935007
32,4.3,Meal ,motorcycle ,38,16.853347148215086
33,4.1,Meal ,motorcycle ,29,1.4898285870179706
24,4.7,Buffet ,electric_scooter ,10,6.0589191822901425
38,4.9,Snack ,motorcycle ,29,8.93863229991919
38,5.0,Drinks ,motorcycle ,42,19.37374583495492
37,4.6,Snack ,motorcycle ,30,7.790177003822013
24,4.7,Snack ,motorcycle ,24,17.097972349714006
22,4.7,Snack ,motorcycle ,17,6.147106622705506
30,4.7,Snack ,motorcycle ,47,13.682511992314726
21,4.9,Buffet ,motorcycle ,41,13.40588385177958
27,5.0,Buffet ,motorcycle ,18,1.5094817638297648
37,5.0,Drinks ,electric_scooter ,41,12.255817809722814
22,4.8,Snack ,motorcycle ,13,7.461062763989528
29,4.6,Snack ,scooter ,36,19.363385329656776
29,4.6,Meal ,motorcycle ,48,9.314965469327513
22,4.6,Meal ,scooter ,11,3.104782360921429
39,4.6,Drinks ,motorcycle ,18,17.29786575291325
21,4.8,Drinks ,motorcycle ,27,9.17431677402621
32,4.2,Buffet ,motorcycle ,20,3.1162228846223834
30,5.0,Snack ,scooter ,27,3.040665363317611
21,4.6,Snack ,electric_scooter ,29,12.580267822400963
26,4.3,Drinks ,scooter ,36,19.659373527443684
37,4.9,Drinks ,motorcycle ,33,6.081595038517862
35,4.7,Buffet ,motorcycle ,34,7.683850219127101
33,4.9,Meal ,electric_scooter ,18,19.364487993280896
29,4.6,Drinks ,motorcycle ,14,6.118933768642428
28,4.8,Buffet ,scooter ,27,10.56497410160339
29,4.6,Snack ,motorcycle ,11,16.721971571134954
33,4.7,Snack ,motorcycle ,25,16.9816045075895
26,4.7,Buffet ,motorcycle ,27,6.081595038517862
31,4.5,Drinks ,motorcycle ,42,10.568365698817919
24,4.9,Meal ,motorcycle ,42,10.565128845647761
31,4.7,Meal ,motorcycle ,39,13.766116995711348
30,4.1,Meal ,motorcycle ,33,20.44292976252901
27,4.6,Meal ,scooter ,12,4.528282400326012
37,4.7,Meal ,motorcycle ,35,17.074879617078196
21,4.0,Meal ,motorcycle ,31,12.580267822400963
31,5.0,Drinks ,motorcycle ,26,13.68137856400717
23,3.7,Drinks ,motorcycle ,41,9.08801379933047
28,4.6,Snack ,scooter ,17,4.717601092054723
22,4.8,Meal ,electric_scooter ,20,1.554506332708861
37,3.9,Snack ,scooter ,38,10.417031582411916
27,4.9,Meal ,motorcycle ,24,16.902806732498032
26,5.0,Buffet ,motorcycle ,30,4.560890658020926
31,4.9,Meal ,motorcycle ,29,6.117673772819904
21,4.8,Buffet ,motorcycle ,16,1.4898458841183333
20,4.9,Drinks ,electric_scooter ,19,9.348325936764454
21,4.1,Meal ,motorcycle ,33,17.074283280249404
21,4.7,Snack ,scooter ,17,7.790109178658858
26,4.9,Drinks ,scooter ,11,13.631339548300275
37,4.7,Buffet ,motorcycle ,48,10.641490945494409
30,4.3,Drinks ,motorcycle ,48,16.722548420715
32,4.7,Buffet ,scooter ,41,11.007734763744617
25,4.7,Buffet ,scooter ,18,9.076358225887674
25,4.6,Buffet ,motorcycle ,14,2.9795405223586338
31,5.0,Snack ,scooter ,34,1.572533729286321
28,4.7,Snack ,scooter ,17,10.757536302641865
36,4.8,Snack ,scooter ,28,3.040666798077057
38,3.8,Snack ,scooter ,40,19.972929947942482
32,4.7,Drinks ,motorcycle ,28,5.860920405489748
32,4.9,Meal ,motorcycle ,27,13.583332471810195
37,4.8,Buffet ,motorcycle ,22,9.081270101191443
25,2.9,Meal ,scooter ,39,10.725127399399225
26,4.8,Drinks ,scooter ,14,9.056024276265346
20,4.9,Buffet ,motorcycle ,11,13.68160171925017
23,4.0,Buffet ,motorcycle ,43,19.76188003558724
28,4.7,Drinks ,motorcycle ,12,4.5411497543865105
26,4.6,Drinks ,scooter ,25,10.586817607222981
32,4.5,Buffet ,motorcycle ,17,6.209021101535612
35,4.9,Buffet ,scooter ,29,6.037474189824093
29,4.7,Snack ,scooter ,29,4.717601092054723
37,5.0,Snack ,scooter ,43,10.254765380990598
24,4.6,Buffet ,motorcycle ,41,10.704161271430333
29,4.6,Drinks ,motorcycle ,26,10.86728673513013
32,5.0,Drinks ,motorcycle ,18,3.024984591596264
24,5.0,Buffet ,motorcycle ,24,10.865584127340643
22,4.7,Meal ,electric_scooter ,23,6.128899374764088
20,4.6,Meal ,motorcycle ,22,5902.050311866995
36,5.0,Drinks ,motorcycle ,37,13.61234086526969
37,4.9,Buffet ,motorcycle ,15,19.975286862388522
34,4.6,Buffet ,motorcycle ,27,6.2323920207909005
21,4.8,Meal ,scooter ,10,9.348325936764454
23,5.0,Meal ,motorcycle ,39,13.763896210757977
21,4.9,Snack ,motorcycle ,20,20.25510293833981
33,4.4,Snack ,scooter ,36,17.077949437324616
25,4.5,Meal ,motorcycle ,13,9.435201537430714
28,4.9,Drinks ,scooter ,14,7.601304456856061
24,4.8,Drinks ,motorcycle ,29,19.975286862388522
31,4.5,Buffet ,motorcycle ,29,12.46418980459368
35,4.5,Snack ,motorcycle ,20,7.6481792534738355
27,4.5,Drinks ,motorcycle ,41,14.15280068944862
35,4.9,Snack ,scooter ,17,1.5263994754502583
26,4.8,Snack ,motorcycle ,10,7.601614738321588
37,4.6,Buffet ,scooter ,16,7.790525266841046
26,4.7,Meal ,motorcycle ,45,16.63651695459671
35,4.6,Snack ,motorcycle ,33,10.724879289478304
25,4.7,Snack ,scooter ,29,6.049765396707469
24,4.5,Meal ,scooter ,16,1.4901739564930154
32,4.9,Snack ,motorcycle ,27,7.440983364732026
29,4.6,Buffet ,electric_scooter ,20,11.983647402103102
37,4.9,Snack ,scooter ,26,1.529162766029632
24,4.3,Buffet ,scooter ,40,20.44292976252901
25,4.2,Meal ,scooter ,43,16.822155609317257
29,4.6,Drinks ,motorcycle ,28,16.90249592854745
33,4.8,Buffet ,motorcycle ,22,4.717601092054723
20,4.9,Drinks ,motorcycle ,26,10.565262855251525
35,4.2,Drinks ,motorcycle ,38,12.11684826095673
37,4.8,Meal ,electric_scooter ,15,9.17785559642758
24,4.6,Drinks ,motorcycle ,26,5.952942537915231
26,4.4,Buffet ,motorcycle ,15,3.145067434621583
21,4.1,Drinks ,electric_scooter ,33,4.658009428704457
20,4.8,Drinks ,scooter ,38,11.919595217848318
30,4.4,Snack ,motorcycle ,25,1.53058864856925
39,3.5,Meal ,motorcycle ,32,12.419724873245404
37,4.2,Buffet ,scooter ,34,10.587815903448679
35,4.1,Meal ,electric_scooter ,31,10.724145471030752
27,4.8,Meal ,scooter ,16,20.253785359470783
32,4.8,Drinks ,motorcycle ,18,10.704672233866505
33,4.7,Meal ,motorcycle ,41,13.969116967730173
37,4.2,Snack ,motorcycle ,47,10.427667505405807
37,4.8,Drinks ,scooter ,18,7.683765443180287
27,4.5,Drinks ,motorcycle ,10,7.772596236164787
29,4.6,Snack ,scooter ,32,9.17632585467143
35,4.8,Meal ,motorcycle ,29,11.917779612813971
35,5.0,Meal ,motorcycle ,40,13.989532967705536
37,4.7,Snack ,motorcycle ,27,4.5790141674924385
37,4.6,Drinks ,motorcycle ,25,4.528236597449021
24,4.7,Meal ,motorcycle ,21,20.44292976252901
28,4.7,Meal ,motorcycle ,26,12.41848049973811
37,4.0,Drinks ,scooter ,33,6.20880395990009
37,4.5,Meal ,motorcycle ,23,6.210069011405746
